time,id,x,y,angle
145.4,AUG_6,48.97,-0.91,83.23
145.5,AUG_6,49.34,-0.85,82.75
145.6,AUG_6,49.7,-0.78,82.28
145.7,AUG_6,50.06,-0.71,81.8
145.8,AUG_6,50.42,-0.63,81.3
145.9,AUG_6,50.77,-0.55,80.8
146,AUG_6,51.13,-0.47,80.29
146.1,AUG_6,51.48,-0.39,79.8
146.2,AUG_6,51.84,-0.3,79.32
146.3,AUG_6,52.19,-0.21,78.87
146.4,AUG_6,52.54,-0.12,78.42
146.5,AUG_6,52.89,-0.03,77.98
146.6,AUG_6,53.25,0.07,77.53
146.7,AUG_6,53.6,0.17,77.03
146.8,AUG_6,53.95,0.28,76.53
146.9,AUG_6,54.3,0.39,76.02
147,AUG_6,54.66,0.51,75.51
147.1,AUG_6,55.01,0.62,75
147.2,AUG_6,55.36,0.74,74.5
147.3,AUG_6,55.71,0.87,74.01
147.4,AUG_6,56.07,0.99,73.52
147.5,AUG_6,56.42,1.12,73.02
147.6,AUG_6,56.77,1.25,72.51
147.7,AUG_6,57.12,1.39,71.98
147.8,AUG_6,57.46,1.53,71.44
147.9,AUG_6,57.81,1.67,70.91
148,AUG_6,58.16,1.81,70.37
148.1,AUG_6,58.5,1.97,69.88
148.2,AUG_6,58.84,2.12,69.41
148.3,AUG_6,59.19,2.27,68.93
148.4,AUG_6,59.54,2.43,68.45
148.5,AUG_6,59.88,2.59,67.96
148.6,AUG_6,60.22,2.76,67.45
148.7,AUG_6,60.57,2.93,66.94
148.8,AUG_6,60.91,3.1,66.42
148.9,AUG_6,61.25,3.27,65.9
149,AUG_6,61.59,3.45,65.41
149.1,AUG_6,61.93,3.64,64.92
149.2,AUG_6,62.28,3.83,64.43
149.3,AUG_6,62.62,4.01,63.94
149.4,AUG_6,62.96,4.21,63.43
149.5,AUG_6,63.3,4.41,62.86
149.6,AUG_6,63.63,4.62,62.29
149.7,AUG_6,63.97,4.82,61.71
149.8,AUG_6,64.31,5.03,61.14
149.9,AUG_6,64.64,5.25,60.64
150,AUG_6,64.98,5.47,60.14
150.1,AUG_6,65.31,5.68,59.65
150.2,AUG_6,65.65,5.9,59.16
150.3,AUG_6,65.98,6.13,58.62
150.4,AUG_6,66.3,6.37,58.04
150.5,AUG_6,66.63,6.61,57.46
150.6,AUG_6,66.96,6.85,56.88
150.7,AUG_6,67.29,7.09,56.32
150.8,AUG_6,67.61,7.34,55.79
150.9,AUG_6,67.94,7.6,55.27
151,AUG_6,68.26,7.86,54.74
151.1,AUG_6,68.59,8.12,54.2
151.2,AUG_6,68.91,8.39,53.61
151.3,AUG_6,69.23,8.66,53.01
151.4,AUG_6,69.56,8.93,52.4
151.5,AUG_6,69.88,9.21,51.8
151.6,AUG_6,70.19,9.5,51.26
151.7,AUG_6,70.51,9.79,50.71
151.8,AUG_6,70.83,10.08,50.16
151.9,AUG_6,71.15,10.38,49.61
152,AUG_6,71.46,10.68,49.07
152.1,AUG_6,71.77,10.99,48.51
152.2,AUG_6,72.08,11.3,47.96
152.3,AUG_6,72.39,11.61,47.4
152.4,AUG_6,72.69,11.94,46.78
152.5,AUG_6,72.99,12.27,46.15
152.6,AUG_6,73.29,12.6,45.53
152.7,AUG_6,73.6,12.94,44.9
152.8,AUG_6,73.89,13.28,44.28
152.9,AUG_6,74.19,13.63,43.67
153,AUG_6,74.48,13.98,43.05
153.1,AUG_6,74.77,14.33,42.43
153.2,AUG_6,75.06,14.7,41.8
153.3,AUG_6,75.35,15.06,41.17
153.4,AUG_6,75.64,15.43,40.53
153.5,AUG_6,75.92,15.81,39.94
153.6,AUG_6,76.2,16.19,39.36
153.7,AUG_6,76.48,16.57,38.78
153.8,AUG_6,76.76,16.96,38.19
153.9,AUG_6,77.02,17.36,37.52
154,AUG_6,77.28,17.77,36.83
154.1,AUG_6,77.55,18.17,36.14
154.2,AUG_6,77.81,18.58,35.48
154.3,AUG_6,78.06,19,34.86
154.4,AUG_6,78.32,19.42,34.22
154.5,AUG_6,78.59,19.85,33.59
154.6,AUG_6,78.83,20.29,32.88
154.7,AUG_6,79.07,20.73,32.16
154.8,AUG_6,79.31,21.18,31.43
154.9,AUG_6,79.55,21.62,30.77
155,AUG_6,79.78,22.08,30.17
155.1,AUG_6,80.01,22.54,29.57
155.2,AUG_6,80.24,23.01,28.94
155.3,AUG_6,80.45,23.48,28.15
155.4,AUG_6,80.67,23.96,27.36
155.5,AUG_6,80.88,24.44,26.57
155.6,AUG_6,81.08,24.94,25.88
155.7,AUG_6,81.28,25.43,25.21
155.8,AUG_6,81.48,25.93,24.53
155.9,AUG_6,81.67,26.43,23.81
156,AUG_6,81.85,26.94,23.05
156.1,AUG_6,82.04,27.45,22.29
156.2,AUG_6,82.21,27.97,21.57
156.3,AUG_6,82.38,28.49,20.91
156.4,AUG_6,82.54,29.01,20.24
156.5,AUG_6,82.7,29.54,19.54
156.6,AUG_6,82.84,30.08,18.75
156.7,AUG_6,82.99,30.62,17.95
156.8,AUG_6,83.13,31.17,17.15
156.9,AUG_6,83.25,31.72,16.41
157,AUG_6,83.38,32.27,15.66
157.1,AUG_6,83.5,32.83,14.91
157.2,AUG_6,83.6,33.39,14.12
157.3,AUG_6,83.7,33.96,13.33
157.4,AUG_6,83.81,34.53,12.53
157.5,AUG_6,83.89,35.1,11.82
157.6,AUG_6,83.97,35.68,11.11
157.7,AUG_6,84.06,36.26,10.38
157.8,AUG_6,84.12,36.84,9.61
157.9,AUG_6,84.18,37.43,8.83
158,AUG_6,84.24,38.02,8.05
158.1,AUG_6,84.27,38.62,7.25
158.2,AUG_6,84.3,39.21,6.44
158.3,AUG_6,84.33,39.81,5.62
158.4,AUG_6,84.34,40.41,4.77
158.5,AUG_6,84.35,41.02,3.92
158.6,AUG_6,84.36,41.59,3.11
158.7,AUG_6,84.35,42.2,2.29
158.8,AUG_6,84.34,42.82,1.45
158.9,AUG_6,84.31,43.43,0.66
159,AUG_6,84.28,44.05,359.87
159.1,AUG_6,84.24,44.68,359.07
159.2,AUG_6,84.18,45.3,358.26
159.3,AUG_6,84.12,45.92,357.41
159.4,AUG_6,84.05,46.55,356.57
159.5,AUG_6,83.96,47.17,355.71
159.6,AUG_6,83.87,47.8,354.82
159.7,AUG_6,83.77,48.42,353.94
159.8,AUG_6,83.66,49.05,353.08
159.9,AUG_6,83.54,49.68,352.21
160,AUG_6,83.42,50.31,351.36
160.1,AUG_6,83.27,50.94,350.52
160.2,AUG_6,83.13,51.57,349.67
160.3,AUG_6,82.97,52.2,348.86
160.4,AUG_6,82.81,52.82,348.07
160.5,AUG_6,82.64,53.45,347.25
160.6,AUG_6,82.44,54.07,346.35
160.7,AUG_6,82.24,54.7,345.44
160.8,AUG_6,82.03,55.32,344.56
160.9,AUG_6,81.81,55.95,343.69
161,AUG_6,81.59,56.57,342.82
161.1,AUG_6,81.34,57.18,341.88
161.2,AUG_6,81.09,57.8,340.93
161.3,AUG_6,80.84,58.41,340.02
161.4,AUG_6,80.57,59.02,339.22
161.5,AUG_6,80.3,59.63,338.41
161.6,AUG_6,80.01,60.23,337.52
161.7,AUG_6,79.71,60.82,336.58
161.8,AUG_6,79.4,61.42,335.66
161.9,AUG_6,79.08,62,334.82
162,AUG_6,78.76,62.59,333.98
162.1,AUG_6,78.43,63.16,333.06
162.2,AUG_6,78.08,63.73,332.06
162.3,AUG_6,77.73,64.29,331.06
162.4,AUG_6,77.37,64.85,330.26
162.5,AUG_6,77.01,65.41,329.48
162.6,AUG_6,76.64,65.96,328.66
162.7,AUG_6,76.25,66.5,327.7
162.8,AUG_6,75.86,67.03,326.75
162.9,AUG_6,75.46,67.56,325.88
163,AUG_6,75.05,68.08,325.04
163.1,AUG_6,74.64,68.59,324.19
163.2,AUG_6,74.21,69.1,323.26
163.3,AUG_6,73.79,69.6,322.32
163.4,AUG_6,73.36,70.09,321.45
163.5,AUG_6,72.91,70.58,320.65
163.6,AUG_6,72.48,71.06,319.85
163.7,AUG_6,72.02,71.52,319.02
163.8,AUG_6,71.57,71.97,318.17
163.9,AUG_6,71.11,72.43,317.33
164,AUG_6,70.64,72.86,316.43
164.1,AUG_6,70.17,73.28,315.55
164.2,AUG_6,69.7,73.7,314.67
164.3,AUG_6,69.23,74.1,313.8
164.4,AUG_6,68.75,74.51,312.93
164.5,AUG_6,68.27,74.89,312.1
164.6,AUG_6,67.79,75.27,311.3
164.7,AUG_6,67.31,75.65,310.5
164.8,AUG_6,66.83,76.01,309.75
164.9,AUG_6,66.34,76.36,309.01
165,AUG_6,65.87,76.71,308.29
165.1,AUG_6,65.38,77.03,307.48
165.2,AUG_6,64.89,77.35,306.65
165.3,AUG_6,64.4,77.67,305.83
165.4,AUG_6,63.92,77.97,305.09
165.5,AUG_6,63.43,78.26,304.37
165.6,AUG_6,62.96,78.56,303.66
165.7,AUG_6,62.47,78.83,302.88
165.8,AUG_6,61.99,79.09,302.09
165.9,AUG_6,61.51,79.35,301.31
166,AUG_6,61.04,79.6,300.64
166.1,AUG_6,60.56,79.84,300.02
166.2,AUG_6,60.09,80.08,299.4
166.3,AUG_6,59.63,80.3,298.73
166.4,AUG_6,59.16,80.51,297.95
166.5,AUG_6,58.69,80.71,297.18
166.6,AUG_6,58.23,80.92,296.43
166.7,AUG_6,57.77,81.1,295.8
166.8,AUG_6,57.31,81.29,295.18
166.9,AUG_6,56.87,81.47,294.58
167,AUG_6,56.42,81.64,293.95
167.1,AUG_6,55.98,81.8,293.28
167.2,AUG_6,55.54,81.96,292.63
167.3,AUG_6,55.1,82.11,291.98
167.4,AUG_6,54.67,82.25,291.42
167.5,AUG_6,54.24,82.39,290.87
167.6,AUG_6,53.82,82.52,290.34
167.7,AUG_6,53.41,82.65,289.81
167.8,AUG_6,52.99,82.76,289.21
167.9,AUG_6,52.58,82.87,288.6
168,AUG_6,52.17,82.98,287.99
168.1,AUG_6,51.77,83.08,287.4
168.2,AUG_6,51.37,83.18,286.85
168.3,AUG_6,50.98,83.26,286.32
168.4,AUG_6,50.58,83.35,285.79
168.5,AUG_6,50.2,83.44,285.27
168.6,AUG_6,49.82,83.52,284.75
168.7,AUG_6,49.44,83.59,284.22
168.8,AUG_6,49.06,83.66,283.69
168.9,AUG_6,48.69,83.72,283.17
169,AUG_6,48.33,83.79,282.66
169.1,AUG_6,47.97,83.85,282.2
169.2,AUG_6,47.61,83.9,281.76
169.3,AUG_6,47.25,83.95,281.32
169.4,AUG_6,46.9,84,280.88
169.5,AUG_6,46.55,84.05,280.44
169.6,AUG_6,46.21,84.09,279.99
169.7,AUG_6,45.86,84.12,279.54
169.8,AUG_6,45.53,84.16,279.09
169.9,AUG_6,45.19,84.19,278.65
170,AUG_6,44.86,84.23,278.21
170.1,AUG_6,44.53,84.25,277.76
170.2,AUG_6,44.2,84.27,277.32
170.3,AUG_6,43.88,84.29,276.88
170.4,AUG_6,43.56,84.3,276.45
170.5,AUG_6,43.24,84.32,276.02
170.6,AUG_6,42.92,84.33,275.58
170.7,AUG_6,42.61,84.34,275.14
170.8,AUG_6,42.3,84.34,274.7
170.9,AUG_6,41.99,84.35,274.27
171,AUG_6,41.68,84.36,273.84
171.1,AUG_6,41.38,84.36,273.41
171.2,AUG_6,41.1,84.36,273.02
171.3,AUG_6,40.78,84.35,272.59
171.4,AUG_6,40.47,84.34,272.16
171.5,AUG_6,40.15,84.34,271.74
171.6,AUG_6,39.85,84.33,271.32
171.7,AUG_6,39.54,84.32,270.94
171.8,AUG_6,39.24,84.31,270.55
171.9,AUG_6,38.93,84.29,270.16
172,AUG_6,38.63,84.27,269.77
172.1,AUG_6,38.34,84.25,269.39
172.2,AUG_6,38.04,84.24,269.01
172.3,AUG_6,37.75,84.21,268.64
172.4,AUG_6,37.46,84.18,268.25
172.5,AUG_6,37.16,84.15,267.85
172.6,AUG_6,36.87,84.12,267.46
172.7,AUG_6,36.59,84.09,267.06
172.8,AUG_6,36.3,84.06,266.67
172.9,AUG_6,36.01,84.02,266.31
173,AUG_6,35.73,83.98,265.91
173.1,AUG_6,35.44,83.94,265.5
173.2,AUG_6,35.16,83.9,265.1
173.3,AUG_6,34.87,83.86,264.69
173.4,AUG_6,34.59,83.82,264.29
173.5,AUG_6,34.3,83.77,263.9
173.6,AUG_6,34.02,83.72,263.51
173.7,AUG_6,33.74,83.67,263.13
173.8,AUG_6,33.46,83.61,262.74
173.9,AUG_6,33.18,83.56,262.36
174,AUG_6,32.9,83.51,261.97
174.1,AUG_6,32.62,83.45,261.59
174.2,AUG_6,32.34,83.39,261.21
174.3,AUG_6,32.05,83.33,260.83
174.4,AUG_6,31.77,83.26,260.45
174.5,AUG_6,31.49,83.2,260.06
174.6,AUG_6,31.2,83.13,259.68
174.7,AUG_6,30.91,83.06,259.31
174.8,AUG_6,30.63,82.99,258.94
174.9,AUG_6,30.34,82.91,258.58
175,AUG_6,30.05,82.84,258.21
175.1,AUG_6,29.76,82.76,257.85
175.2,AUG_6,29.47,82.68,257.48
175.3,AUG_6,29.18,82.59,257.07
175.4,AUG_6,28.89,82.5,256.64
175.5,AUG_6,28.59,82.41,256.22
175.6,AUG_6,28.29,82.32,255.78
175.7,AUG_6,27.99,82.22,255.35
175.8,AUG_6,27.69,82.12,254.91
175.9,AUG_6,27.39,82.01,254.49
176,AUG_6,27.08,81.9,254.06
176.1,AUG_6,26.77,81.79,253.62
176.2,AUG_6,26.46,81.68,253.19
176.3,AUG_6,26.14,81.57,252.75
176.4,AUG_6,25.83,81.44,252.26
176.5,AUG_6,25.51,81.31,251.77
176.6,AUG_6,25.19,81.18,251.28
176.7,AUG_6,24.87,81.05,250.79
176.8,AUG_6,24.55,80.92,250.29
176.9,AUG_6,24.23,80.78,249.86
177,AUG_6,23.9,80.64,249.43
177.1,AUG_6,23.58,80.5,249
177.2,AUG_6,23.25,80.35,248.57
177.3,AUG_6,22.92,80.21,248.13
177.4,AUG_6,22.6,80.04,247.62
177.5,AUG_6,22.27,79.88,247.11
177.6,AUG_6,21.94,79.71,246.59
177.7,AUG_6,21.61,79.54,246.07
177.8,AUG_6,21.27,79.37,245.56
177.9,AUG_6,20.94,79.18,245.08
178,AUG_6,20.6,79,244.59
178.1,AUG_6,20.26,78.81,244.1
178.2,AUG_6,19.91,78.62,243.61
178.3,AUG_6,19.57,78.41,243.02
178.4,AUG_6,19.23,78.21,242.41
178.5,AUG_6,18.89,77.99,241.81
178.6,AUG_6,18.54,77.78,241.19
178.7,AUG_6,18.19,77.56,240.66
178.8,AUG_6,17.85,77.34,240.18
178.9,AUG_6,17.5,77.11,239.69
179,AUG_6,17.15,76.88,239.2
179.1,AUG_6,16.81,76.65,238.66
179.2,AUG_6,16.46,76.4,238.05
179.3,AUG_6,16.11,76.14,237.43
179.4,AUG_6,15.76,75.89,236.81
179.5,AUG_6,15.41,75.62,236.21
179.6,AUG_6,15.06,75.35,235.65
179.7,AUG_6,14.71,75.07,235.08
179.8,AUG_6,14.35,74.79,234.5
179.9,AUG_6,14,74.5,233.89
180,AUG_6,13.65,74.2,233.24
180.1,AUG_6,13.3,73.91,232.58
180.2,AUG_6,12.94,73.6,231.92
180.3,AUG_6,12.59,73.29,231.33
180.4,AUG_6,12.24,72.97,230.74
180.5,AUG_6,11.89,72.64,230.16
180.6,AUG_6,11.53,72.31,229.56
180.7,AUG_6,11.19,71.97,228.89
180.8,AUG_6,10.84,71.62,228.23
180.9,AUG_6,10.49,71.27,227.55
181,AUG_6,10.15,70.9,226.87
181.1,AUG_6,9.81,70.53,226.19
181.2,AUG_6,9.47,70.16,225.51
181.3,AUG_6,9.12,69.78,224.81
181.4,AUG_6,8.79,69.38,224.08
181.5,AUG_6,8.45,68.98,223.35
181.6,AUG_6,8.1,68.58,222.61
181.7,AUG_6,7.77,68.16,221.93
181.8,AUG_6,7.44,67.73,221.24
181.9,AUG_6,7.1,67.3,220.55
182,AUG_6,6.77,66.86,219.86
182.1,AUG_6,6.45,66.41,219.16
182.2,AUG_6,6.12,65.96,218.45
182.3,AUG_6,5.8,65.5,217.68
182.4,AUG_6,5.5,65.02,216.88
182.5,AUG_6,5.19,64.55,216.07
182.6,AUG_6,4.88,64.06,215.31
182.7,AUG_6,4.58,63.57,214.57
182.8,AUG_6,4.28,63.07,213.83
182.9,AUG_6,3.98,62.57,213.04
183,AUG_6,3.7,62.05,212.19
183.1,AUG_6,3.41,61.52,211.33
183.2,AUG_6,3.14,60.99,210.56
183.3,AUG_6,2.87,60.45,209.82
183.4,AUG_6,2.6,59.91,209.08
183.5,AUG_6,2.35,59.36,208.22
183.6,AUG_6,2.1,58.8,207.33
183.7,AUG_6,1.84,58.23,206.43
183.8,AUG_6,1.61,57.65,205.64
183.9,AUG_6,1.37,57.07,204.85
184,AUG_6,1.14,56.48,204.04
184.1,AUG_6,0.93,55.88,203.18
184.2,AUG_6,0.71,55.27,202.32
184.3,AUG_6,0.5,54.66,201.48
184.4,AUG_6,0.31,54.03,200.65
184.5,AUG_6,0.11,53.4,199.81
184.6,AUG_6,-0.06,52.76,198.87
184.7,AUG_6,-0.23,52.11,197.91
184.8,AUG_6,-0.39,51.46,196.98
184.9,AUG_6,-0.54,50.8,196.08
185,AUG_6,-0.69,50.14,195.19
185.1,AUG_6,-0.82,49.47,194.25
185.2,AUG_6,-0.95,48.79,193.3
185.3,AUG_6,-1.07,48.11,192.38
185.4,AUG_6,-1.17,47.42,191.52
185.5,AUG_6,-1.27,46.72,190.66
185.6,AUG_6,-1.34,46.02,189.71
185.7,AUG_6,-1.41,45.32,188.74
185.8,AUG_6,-1.47,44.61,187.78
185.9,AUG_6,-1.52,43.89,186.86
186,AUG_6,-1.57,43.18,185.93
186.1,AUG_6,-1.58,42.45,184.92
186.2,AUG_6,-1.59,41.73,183.9
186.3,AUG_6,-1.59,41.04,182.97
186.4,AUG_6,-1.58,40.31,182.02
186.5,AUG_6,-1.57,39.58,181.09
186.6,AUG_6,-1.52,38.84,180.04
186.7,AUG_6,-1.47,38.1,179
186.8,AUG_6,-1.41,37.37,178.05
186.9,AUG_6,-1.33,36.63,177.1
187,AUG_6,-1.25,35.89,176.14
187.1,AUG_6,-1.14,35.15,175.09
187.2,AUG_6,-1.03,34.42,174.06
187.3,AUG_6,-0.89,33.68,173.09
187.4,AUG_6,-0.76,32.94,172.12
187.5,AUG_6,-0.6,32.21,171.11
187.6,AUG_6,-0.43,31.47,170.07
187.7,AUG_6,-0.26,30.74,169.09
187.8,AUG_6,-0.07,30.01,168.16
187.9,AUG_6,0.13,29.29,167.22
188,AUG_6,0.36,28.56,166.17
188.1,AUG_6,0.59,27.84,165.13
188.2,AUG_6,0.84,27.13,164.13
188.3,AUG_6,1.09,26.42,163.13
188.4,AUG_6,1.36,25.71,162.09
188.5,AUG_6,1.65,25.01,161.01
188.6,AUG_6,1.94,24.32,159.97
188.7,AUG_6,2.25,23.63,159.01
188.8,AUG_6,2.55,22.94,158.06
188.9,AUG_6,2.89,22.27,157.06
189,AUG_6,3.22,21.61,156.05
189.1,AUG_6,3.57,20.95,155.1
189.2,AUG_6,3.93,20.3,154.16
189.3,AUG_6,4.29,19.66,153.19
189.4,AUG_6,4.68,19.03,152.12
189.5,AUG_6,5.06,18.41,151.06
189.6,AUG_6,5.45,17.8,150.17
189.7,AUG_6,5.85,17.2,149.28
189.8,AUG_6,6.25,16.61,148.32
189.9,AUG_6,6.67,16.04,147.3
190,AUG_6,7.09,15.47,146.32
190.1,AUG_6,7.52,14.92,145.43
190.2,AUG_6,7.95,14.38,144.54
190.3,AUG_6,8.39,13.85,143.6
190.4,AUG_6,8.83,13.33,142.63
190.5,AUG_6,9.27,12.81,141.69
190.6,AUG_6,9.72,12.32,140.84
190.7,AUG_6,10.17,11.84,140.01
190.8,AUG_6,10.62,11.37,139.17
190.9,AUG_6,11.08,10.91,138.32
191,AUG_6,11.53,10.46,137.49
191.1,AUG_6,11.98,10.04,136.64
191.2,AUG_6,12.44,9.62,135.8
191.3,AUG_6,12.89,9.2,134.98
191.4,AUG_6,13.35,8.81,134.17
191.5,AUG_6,13.8,8.43,133.37
191.6,AUG_6,14.25,8.05,132.58
191.7,AUG_6,14.7,7.7,131.82
191.8,AUG_6,15.14,7.35,131.08
191.9,AUG_6,15.58,7,130.35
192,AUG_6,16.03,6.68,129.66
192.1,AUG_6,16.46,6.36,128.97
192.2,AUG_6,16.89,6.05,128.29
192.3,AUG_6,17.33,5.76,127.57
192.4,AUG_6,17.76,5.48,126.85
192.5,AUG_6,18.18,5.21,126.14
192.6,AUG_6,18.59,4.95,125.47
192.7,AUG_6,19,4.7,124.86
192.8,AUG_6,19.4,4.45,124.26
192.9,AUG_6,19.8,4.21,123.66
193,AUG_6,20.2,3.98,123.03
193.1,AUG_6,20.59,3.77,122.38
193.2,AUG_6,20.98,3.55,121.75
193.3,AUG_6,21.36,3.35,121.13
193.4,AUG_6,21.74,3.15,120.6
193.5,AUG_6,22.11,2.97,120.08
193.6,AUG_6,22.48,2.79,119.58
193.7,AUG_6,22.84,2.61,119.09
193.8,AUG_6,23.19,2.44,118.55
193.9,AUG_6,23.54,2.28,117.99
194,AUG_6,23.89,2.13,117.44
194.1,AUG_6,24.23,1.98,116.9
194.2,AUG_6,24.57,1.83,116.38
194.3,AUG_6,24.9,1.7,115.93
194.4,AUG_6,25.22,1.56,115.49
194.5,AUG_6,25.54,1.43,115.06
194.6,AUG_6,25.85,1.31,114.63
194.7,AUG_6,26.16,1.18,114.21
194.8,AUG_6,26.47,1.07,113.78
194.9,AUG_6,26.77,0.97,113.35
195,AUG_6,27.06,0.86,112.93
195.1,AUG_6,27.35,0.76,112.52
195.2,AUG_6,27.63,0.66,112.11
195.3,AUG_6,27.91,0.57,111.74
195.4,AUG_6,28.18,0.48,111.37
195.5,AUG_6,28.45,0.4,111.02
195.6,AUG_6,28.71,0.31,110.67
195.7,AUG_6,28.97,0.23,110.33
195.8,AUG_6,29.22,0.15,109.99
195.9,AUG_6,29.47,0.08,109.65
196,AUG_6,29.72,0.01,109.29
196.1,AUG_6,29.96,-0.05,108.93
196.2,AUG_6,30.2,-0.11,108.58
196.3,AUG_6,30.43,-0.17,108.23
196.4,AUG_6,30.66,-0.23,107.9
196.5,AUG_6,30.88,-0.29,107.57
196.6,AUG_6,31.1,-0.35,107.24
196.7,AUG_6,31.32,-0.4,106.95
196.8,AUG_6,31.54,-0.45,106.66
196.9,AUG_6,31.75,-0.5,106.37
197,AUG_6,31.96,-0.54,106.08
197.1,AUG_6,32.17,-0.59,105.8
197.2,AUG_6,32.38,-0.64,105.52
197.3,AUG_6,32.58,-0.68,105.24
197.4,AUG_6,32.78,-0.73,104.97
197.5,AUG_6,32.99,-0.77,104.68
197.6,AUG_6,33.19,-0.8,104.4
197.7,AUG_6,33.39,-0.84,104.12
197.8,AUG_6,33.59,-0.88,103.84
197.9,AUG_6,33.79,-0.91,103.56
198,AUG_6,33.99,-0.95,103.28
198.1,AUG_6,34.18,-0.99,103.01
198.2,AUG_6,34.37,-1.02,102.74
198.3,AUG_6,34.57,-1.05,102.48
198.4,AUG_6,34.76,-1.08,102.24
198.5,AUG_6,34.95,-1.11,102
198.6,AUG_6,35.14,-1.14,101.77
198.7,AUG_6,35.34,-1.17,101.53
198.8,AUG_6,35.53,-1.19,101.29
198.9,AUG_6,35.71,-1.22,101.06
199,AUG_6,35.9,-1.25,100.83
199.1,AUG_6,36.09,-1.27,100.6
199.2,AUG_6,36.27,-1.3,100.35
199.3,AUG_6,36.46,-1.32,100.09
199.4,AUG_6,36.65,-1.34,99.83
199.5,AUG_6,36.84,-1.35,99.57
199.6,AUG_6,37.03,-1.37,99.31
199.7,AUG_6,37.22,-1.39,99.04
199.8,AUG_6,37.41,-1.41,98.78
199.9,AUG_6,37.6,-1.43,98.52
200,AUG_6,37.79,-1.45,98.25
200.1,AUG_6,37.98,-1.46,98
200.2,AUG_6,38.18,-1.48,97.74
200.3,AUG_6,38.37,-1.49,97.49
200.4,AUG_6,38.57,-1.5,97.24
200.5,AUG_6,38.77,-1.51,96.98
200.6,AUG_6,38.97,-1.53,96.72
200.7,AUG_6,39.18,-1.54,96.46
200.8,AUG_6,39.38,-1.55,96.19
200.9,AUG_6,39.59,-1.57,95.92
201,AUG_6,39.8,-1.57,95.63
201.1,AUG_6,40.01,-1.58,95.34
201.2,AUG_6,40.22,-1.58,95.04
201.3,AUG_6,40.43,-1.58,94.74
201.4,AUG_6,40.65,-1.59,94.44
201.5,AUG_6,40.87,-1.59,94.14
201.6,AUG_6,41.08,-1.6,93.83
201.7,AUG_6,41.31,-1.6,93.52
201.8,AUG_6,41.49,-1.6,93.26
201.9,AUG_6,41.71,-1.59,92.97
202,AUG_6,41.94,-1.59,92.68
202.1,AUG_6,42.17,-1.59,92.39
202.2,AUG_6,42.4,-1.58,92.09
202.3,AUG_6,42.63,-1.58,91.79
202.4,AUG_6,42.87,-1.57,91.48
202.5,AUG_6,43.11,-1.57,91.19
202.6,AUG_6,43.36,-1.55,90.84
202.7,AUG_6,43.61,-1.54,90.49
202.8,AUG_6,43.86,-1.52,90.13
202.9,AUG_6,44.11,-1.51,89.77
203,AUG_6,44.37,-1.49,89.4
203.1,AUG_6,44.63,-1.47,89.03
203.2,AUG_6,44.9,-1.45,88.69
203.3,AUG_6,45.17,-1.43,88.34
203.4,AUG_6,45.44,-1.4,87.99
203.5,AUG_6,45.72,-1.37,87.63
203.6,AUG_6,46,-1.35,87.26
203.7,AUG_6,46.29,-1.32,86.89
203.8,AUG_6,46.58,-1.29,86.55
203.9,AUG_6,46.87,-1.25,86.14
204,AUG_6,47.17,-1.2,85.71
204.1,AUG_6,47.47,-1.16,85.28
204.2,AUG_6,47.78,-1.11,84.85
204.3,AUG_6,48.08,-1.07,84.42
204.4,AUG_6,48.39,-1.02,83.99
204.5,AUG_6,48.71,-0.96,83.58
204.6,AUG_6,49.03,-0.9,83.16
204.7,AUG_6,49.35,-0.85,82.74
204.8,AUG_6,49.67,-0.79,82.32
204.9,AUG_6,50,-0.73,81.88
205,AUG_6,50.33,-0.65,81.41
205.1,AUG_6,50.67,-0.57,80.94
205.2,AUG_6,51.02,-0.5,80.45
205.3,AUG_6,51.36,-0.42,79.97
205.4,AUG_6,51.71,-0.34,79.48
205.5,AUG_6,52.06,-0.24,79.03
205.6,AUG_6,52.42,-0.15,78.57
205.7,AUG_6,52.79,-0.05,78.11
205.8,AUG_6,53.16,0.04,77.65
205.9,AUG_6,53.52,0.15,77.14
206,AUG_6,53.89,0.26,76.61
206.1,AUG_6,54.27,0.38,76.07
206.2,AUG_6,54.65,0.5,75.52
206.3,AUG_6,55.03,0.62,74.97
206.4,AUG_6,55.41,0.76,74.44
206.5,AUG_6,55.8,0.9,73.89
206.6,AUG_6,56.19,1.04,73.34
206.7,AUG_6,56.59,1.18,72.78
206.8,AUG_6,56.99,1.34,72.18
206.9,AUG_6,57.39,1.5,71.55
207,AUG_6,57.8,1.67,70.92
207.1,AUG_6,58.21,1.84,70.29
207.2,AUG_6,58.62,2.02,69.72
207.3,AUG_6,59.04,2.2,69.14
207.4,AUG_6,59.46,2.39,68.55
207.5,AUG_6,59.88,2.59,67.96
207.6,AUG_6,60.31,2.8,67.32
207.7,AUG_6,60.73,3.01,66.68
207.8,AUG_6,61.17,3.23,66.03
207.9,AUG_6,61.6,3.45,65.4
208,AUG_6,62.03,3.69,64.78
208.1,AUG_6,62.46,3.93,64.16
208.2,AUG_6,62.9,4.17,63.52
208.3,AUG_6,63.34,4.44,62.79
208.4,AUG_6,63.77,4.71,62.04
208.5,AUG_6,64.22,4.98,61.29
208.6,AUG_6,64.66,5.26,60.61
208.7,AUG_6,65.1,5.55,59.95
208.8,AUG_6,65.56,5.84,59.29
208.9,AUG_6,66,6.15,58.58
